#proteinId	gotermId	goName	gotermType	goAcc
692645	4283	electron transport	biological_process	GO:0006118
692645	12251	heme binding	molecular_function	GO:0020037
692645	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
692652	3736	ATP binding	molecular_function	GO:0005524
692652	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
692652	11478	nucleobase, nucleoside, nucleotide kinase activity	molecular_function	GO:0019205
692652	9974	phosphotransferase activity, phosphate group as acceptor	molecular_function	GO:0016776
692652	11474	nucleotide kinase activity	molecular_function	GO:0019201
692653	4650	amino acid metabolic process	biological_process	GO:0006520
692653	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
692653	2415	cystathionine gamma-synthase activity	molecular_function	GO:0003962
692680	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
692680	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
692680	5847	C-methyltransferase activity	molecular_function	GO:0008169
692680	5848	N-methyltransferase activity	molecular_function	GO:0008170
692680	5849	O-methyltransferase activity	molecular_function	GO:0008171
692680	5850	S-methyltransferase activity	molecular_function	GO:0008172
692680	5851	RNA methyltransferase activity	molecular_function	GO:0008173
692680	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
692680	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
692680	5945	protein methyltransferase activity	molecular_function	GO:0008276
692680	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
692680	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
692680	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
692680	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
692680	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
692680	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
692680	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
692680	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
692680	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
692680	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
692680	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
692680	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
692680	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
692680	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
692680	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
692680	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
692680	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
692680	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
692680	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
692680	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
692680	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
692680	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
692680	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
692680	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
692680	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
692680	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
692680	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
692680	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
692680	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
692680	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
692680	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
692680	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
692680	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
692680	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
692680	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
692680	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
692680	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
692680	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
692718	2656	pyroglutamyl-peptidase I activity	molecular_function	GO:0004219
692723	6130	ornithine cyclodeaminase activity	molecular_function	GO:0008473
692730	7744	FMN binding	molecular_function	GO:0010181
692730	9710	oxidoreductase activity	molecular_function	GO:0016491
692730	9836	12-oxophytodienoate reductase activity	molecular_function	GO:0016629
692741	3930	cytoplasm	cellular_component	GO:0005737
692741	4995	exocytosis	biological_process	GO:0006887
692741	22636	vesicle docking	biological_process	GO:0048278
692819	4639	proteolysis	biological_process	GO:0006508
692819	5909	metallopeptidase activity	molecular_function	GO:0008237
692819	9985	hydrolase activity	molecular_function	GO:0016787
692819	21401	protein dimerization activity	molecular_function	GO:0046983
692819	6398	acetylornithine deacetylase activity	molecular_function	GO:0008777
692849	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
692849	3782	extracellular region	cellular_component	GO:0005576
692849	4143	carbohydrate metabolic process	biological_process	GO:0005975
692849	13137	cellulose binding	molecular_function	GO:0030248
692849	14020	endo-1,4-beta-xylanase activity	molecular_function	GO:0031176
692849	24668	regulation of endo-1,4-beta-xylanase activity	biological_process	GO:0051421
692849	24669	negative regulation of endo-1,4-beta-xylanase activity	biological_process	GO:0051422
692849	24670	positive regulation of endo-1,4-beta-xylanase activity	biological_process	GO:0051423
692852	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
692852	9211	tetracycline transport	biological_process	GO:0015904
692852	9321	integral to membrane	cellular_component	GO:0016021
692852	21106	response to antibiotic	biological_process	GO:0046677
692855	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
692855	8565	nucleobase transmembrane transporter activity	molecular_function	GO:0015205
692855	9237	nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process	GO:0015931
692855	9320	membrane	cellular_component	GO:0016020
692855	2483	amidase activity	molecular_function	GO:0004040
692857	2463	adenylosuccinate synthase activity	molecular_function	GO:0004019
692861	2176	DNA binding	molecular_function	GO:0003677
692861	3838	nucleus	cellular_component	GO:0005634
692861	4499	transcription	biological_process	GO:0006350
692861	5939	zinc ion binding	molecular_function	GO:0008270
692868	3546	transporter activity	molecular_function	GO:0005215
692868	4927	transport	biological_process	GO:0006810
692868	9321	integral to membrane	cellular_component	GO:0016021
692870	10973	cyclohexanone monooxygenase activity	molecular_function	GO:0018667
692873	5830	metabolic process	biological_process	GO:0008152
692873	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
692877	3625	neurotransmitter:sodium symporter activity	molecular_function	GO:0005328
692877	4061	integral to plasma membrane	cellular_component	GO:0005887
692877	4950	neurotransmitter transport	biological_process	GO:0006836
692877	9320	membrane	cellular_component	GO:0016020
692887	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
692887	3782	extracellular region	cellular_component	GO:0005576
692887	4143	carbohydrate metabolic process	biological_process	GO:0005975
692887	13137	cellulose binding	molecular_function	GO:0030248
692887	20989	acetylxylan esterase activity	molecular_function	GO:0046555
692927	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
692927	9211	tetracycline transport	biological_process	GO:0015904
692927	9321	integral to membrane	cellular_component	GO:0016021
692927	21106	response to antibiotic	biological_process	GO:0046677
692948	2888	monooxygenase activity	molecular_function	GO:0004497
692948	3721	iron ion binding	molecular_function	GO:0005506
692948	4283	electron transport	biological_process	GO:0006118
692948	12251	heme binding	molecular_function	GO:0020037
692960	5830	metabolic process	biological_process	GO:0008152
692960	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
692960	24535	NAD binding	molecular_function	GO:0051287
692960	22441	cofactor binding	molecular_function	GO:0048037
692960	2991	phosphoglycerate dehydrogenase activity	molecular_function	GO:0004617
692961	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
692961	4143	carbohydrate metabolic process	biological_process	GO:0005975
692961	9455	cellulose 1,4-beta-cellobiosidase activity	molecular_function	GO:0016162
692975	3043	protein kinase activity	molecular_function	GO:0004672
692975	3736	ATP binding	molecular_function	GO:0005524
692975	4602	protein amino acid phosphorylation	biological_process	GO:0006468
692975	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
692975	3052	protein kinase CK2 activity	molecular_function	GO:0004682
693028	2489	aminomethyltransferase activity	molecular_function	GO:0004047
693028	3930	cytoplasm	cellular_component	GO:0005737
693028	4676	glycine catabolic process	biological_process	GO:0006546
693040	2196	transcription factor activity	molecular_function	GO:0003700
693040	3838	nucleus	cellular_component	GO:0005634
693040	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
693040	5939	zinc ion binding	molecular_function	GO:0008270
693063	4758	lipid metabolic process	biological_process	GO:0006629
693063	5830	metabolic process	biological_process	GO:0008152
693069	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
693069	23919	FAD binding	molecular_function	GO:0050660
693069	4234	alcohol metabolic process	biological_process	GO:0006066
693090	9985	hydrolase activity	molecular_function	GO:0016787
693090	18285	3'-tRNA processing endoribonuclease activity	molecular_function	GO:0042781
693097	2881	methylglutaconyl-CoA hydratase activity	molecular_function	GO:0004490
693148	3546	transporter activity	molecular_function	GO:0005215
693148	4927	transport	biological_process	GO:0006810
693148	9320	membrane	cellular_component	GO:0016020
693180	3546	transporter activity	molecular_function	GO:0005215
693180	4927	transport	biological_process	GO:0006810
693180	9321	integral to membrane	cellular_component	GO:0016021
693180	9320	membrane	cellular_component	GO:0016020
693189	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
693222	2888	monooxygenase activity	molecular_function	GO:0004497
693222	4283	electron transport	biological_process	GO:0006118
693222	4851	aromatic compound metabolic process	biological_process	GO:0006725
693222	5830	metabolic process	biological_process	GO:0008152
693222	9710	oxidoreductase activity	molecular_function	GO:0016491
693222	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
693239	5830	metabolic process	biological_process	GO:0008152
693239	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
693239	888	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0001668
693239	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
693239	5996	protein tyrosine/threonine phosphatase activity	molecular_function	GO:0008330
693239	6224	JUN kinase phosphatase activity	molecular_function	GO:0008579
